, old, new, diff
, , , 20121210, 
ILLUMINA
mapped_giga_bp, 13015.58, 9855.82, -3159.76, 
num_individuals, 1182, 886, -296, 
num_ind_gt_10g, 569, 395, -174, 
Total
mapped_giga_bp, 17309.51, 9855.82, -7453.69, 
num_individuals, 1562, 886, -676, 
num_ind_gt_10g, 855, 395, -460, 


Population breakdown

old - 
, ACB, ASW, CDX, CEU, CHB, CHS, CLM, ESN, FIN, GBR, GIH, GWD, IBS, JPT, KHV, LWK, MSL, MXL, PEL, PJL, PUR, TSI, YRI, total_by_platform
ILLUMINA, 343.54, 525.01, 819.97, 730.86, 766.45, 800.11, 403.42, 0, 689.56, 743.41, 660.65, 0, 691.01, 861.44, 1025.82, 288.87, 0, 519.73, 718.80, 0, 844.56, 644.60, 937.76, 13015.58, 
total_by_pop, 343.54, 646.56, 819.97, 1128.40, 1062.52, 915.01, 628.53, 0, 902.76, 1059.30, 660.65, 0, 1119.75, 1136.92, 1131.97, 1159.45, 0, 643.63, 891.83, 0, 844.56, 1056.21, 1157.93, 17309.51, 

new - 
, ACB, ASW, CDX, CEU, CHB, CHS, CLM, ESN, FIN, GBR, GIH, GWD, IBS, JPT, KHV, LWK, MSL, MXL, PEL, PJL, PUR, TSI, YRI, total_by_platform
ILLUMINA, 464.77, 449.87, 706.04, 194.34, 250.25, 511.29, 380.59, 0, 493.75, 480.88, 624.69, 0, 691.09, 704.75, 1027.65, 288.87, 0, 519.73, 668.76, 0, 758.31, 103.28, 536.90, 9855.82, 
total_by_pop, 464.77, 449.87, 706.04, 194.34, 250.25, 511.29, 380.59, 0, 493.75, 480.88, 624.69, 0, 691.09, 704.75, 1027.65, 288.87, 0, 519.73, 668.76, 0, 758.31, 103.28, 536.90, 9855.82, 
